,year,rank,song,singer,urls,top_predicted_genre,second_predicted_genre,display_genre
205,1977,6,I Like Dreamin',Kenny Nolan,https://www.youtube.com/watch?v=yb2OweNMQvo,Experimental,Folk,Folk
213,1977,14,Margaritaville,Jimmy Buffett,https://www.youtube.com/watch?v=ue2-ZVxpVjc,Experimental,Folk,Folk
221,1977,22,Southern Nights,Glen Campbell,https://www.youtube.com/watch?v=X6-sU7pVJ3k,Experimental,Folk,Folk
237,1977,38,So in to You,Atlanta Rhythm Section,https://www.youtube.com/watch?v=QyIZ3pYKOQM,Experimental,Folk,Folk
238,1977,39,Dreams,Fleetwood Mac,https://www.youtube.com/watch?v=Y3ywicffOj4,Experimental,Folk,Folk
242,1977,43,Lucille,Kenny Rogers,https://www.youtube.com/watch?v=nLFVyI-11Sg,Experimental,Folk,Folk
232,1977,33,Easy,Commodores,https://www.youtube.com/watch?v=saaLW0jiiUE,Experimental,Instrumental,Instrumental
201,1977,2,I Just Want to Be Your Everything,Andy Gibb,https://www.youtube.com/watch?v=tA6L8-lxaA8,Experimental,Jazz,Jazz
217,1977,18,Sir Duke,Stevie Wonder,https://www.youtube.com/watch?v=s6fPN5aQVDI,Experimental,Jazz,Jazz
219,1977,20,Got to Give It Up,Marvin Gaye,https://www.youtube.com/watch?v=qhFNY9zW2F4,Experimental,Jazz,Jazz
220,1977,21,Gonna Fly Now,Bill Conti,https://www.youtube.com/watch?v=zHd3vzyM1fw,Experimental,Jazz,Jazz
225,1977,26,Car Wash,Rose Royce,https://www.youtube.com/watch?v=PkxaunLybuM,Jazz,Experimental,Jazz
227,1977,28,Fly Like an Eagle,Steve Miller Band,https://www.youtube.com/watch?v=2QOhV7kWQhs,Experimental,Jazz,Jazz
240,1977,41,Dazz,Brick,https://www.youtube.com/watch?v=bMfm-3Ya63s,Experimental,Jazz,Jazz
200,1977,1,Tonight's the Night (Gonna Be Alright),Rod Stewart,https://www.youtube.com/watch?v=IZr6AE-u2UM,Experimental,Pop,Pop
204,1977,5,Angel in Your Arms,Hot,https://www.youtube.com/watch?v=bku5VetnNvc,Experimental,Pop,Pop
224,1977,25,Hot Line,The Sylvers,https://www.youtube.com/watch?v=ErU8Lo2WcO4,Pop,Experimental,Pop
229,1977,30,On and On,Stephen Bishop,https://www.youtube.com/watch?v=soIewreZjls,Experimental,Pop,Pop
233,1977,34,Right Time of the Night,Jennifer Warnes,https://www.youtube.com/watch?v=xa4nRJCEz28,Experimental,Pop,Pop
239,1977,40,Enjoy Yourself,The Jacksons,https://www.youtube.com/watch?v=7IsjqR1IlvE,Experimental,Pop,Pop
241,1977,42,I'm in You,Peter Frampton,https://www.youtube.com/watch?v=EH0dq02TOPQ,Pop,Experimental,Pop
244,1977,45,Da Doo Ron Ron,Shaun Cassidy,https://www.youtube.com/watch?v=hWzbZF-m9D0,Pop,Rock,Pop
207,1977,8,(Your Love Has Lifted Me) Higher and Higher,Rita Coolidge,https://www.youtube.com/watch?v=mC6l7ypNqKA,Experimental,Rock,Rock
211,1977,12,Dancing Queen,ABBA,https://www.youtube.com/watch?v=xFrGuyw1V8s,Experimental,Rock,Rock
212,1977,13,You Make Me Feel Like Dancing,Leo Sayer,https://www.youtube.com/watch?v=HhSjwU8gEsI,Experimental,Rock,Rock
214,1977,15,Telephone Line,Electric Light Orchestra,https://www.youtube.com/watch?v=KfCDhjc1IWw,Experimental,Rock,Rock
215,1977,16,Whatcha Gonna Do?,Pablo Cruise,https://www.youtube.com/watch?v=6MugNC1nIYA,Experimental,Rock,Rock
218,1977,19,Hotel California,Eagles,https://www.youtube.com/watch?v=09839DpTctU,Experimental,Rock,Rock
222,1977,23,Rich Girl,Hall & Oates,https://www.youtube.com/watch?v=AmHE65RAkSY,Experimental,Rock,Rock
228,1977,29,Don't Give Up on Us,David Soul,https://www.youtube.com/watch?v=YY8APrYU2Gs,Experimental,Rock,Rock
230,1977,31,Feels Like the First Time,Foreigner,https://www.youtube.com/watch?v=CK6jKL2qWxo,Experimental,Rock,Rock
236,1977,37,Looks Like We Made It,Barry Manilow,https://www.youtube.com/watch?v=dSyB-OIRtR0,Experimental,Rock,Rock
245,1977,46,Handy Man,James Taylor,https://www.youtube.com/watch?v=dXI43zGeyu4,Experimental,Rock,Rock
246,1977,47,Just a Song Before I Go,"Crosby, Stills & Nash",https://www.youtube.com/watch?v=_UoneXjfBC0,Experimental,Rock,Rock
247,1977,48,You and Me,Alice Cooper,https://www.youtube.com/watch?v=_0J6PWG0hok,Experimental,Rock,Rock
249,1977,50,Lonely Boy,Andrew Gold,https://www.youtube.com/watch?v=iq2TxnlWunw,Experimental,Rock,Rock
208,1977,9,Undercover Angel,Alan O'Day,https://www.youtube.com/watch?v=G-xRMw0NyW0,Experimental,Spoken,Spoken
248,1977,49,Swayin' to the Music (Slow Dancing),Johnny Rivers,https://www.youtube.com/watch?v=tmiNLVTDFDI,Experimental,Spoken,Spoken
259,1978,10,Three Times a Lady,Commodores,https://www.youtube.com/watch?v=3qTPVS1uiQ0,Classical,Experimental,Classical
260,1978,11,Grease,Frankie Valli,https://www.youtube.com/watch?v=0_hYBHyKk34,Experimental,Classical,Classical
262,1978,13,You're the One That I Want,"John Travolta,Olivia Newton-John,",https://www.youtube.com/watch?v=7oKPYe53h78,Classical,Experimental,Classical
263,1978,14,Emotion,Samantha Sang,https://www.youtube.com/watch?v=zPwpVJ-eIgg,Experimental,Classical,Classical
280,1978,31,Jack And Jill,Raydio,https://www.youtube.com/watch?v=ha1j2Gqj_xg,Experimental,Classical,Classical
282,1978,33,Sometimes When We Touch,Dan Hill,https://www.youtube.com/watch?v=z825tkkfbIo,Experimental,Classical,Classical
283,1978,34,Last Dance,Donna Summer,https://www.youtube.com/watch?v=vqZY8P42pLo,Experimental,Classical,Classical
284,1978,35,Hopelessly Devoted to You,Olivia Newton-John,https://www.youtube.com/watch?v=r-3NvDp28U4,Classical,Experimental,Classical
286,1978,37,You're in My Heart (The Final Acclaim),Rod Stewart,https://www.youtube.com/watch?v=Hf6ng1Hsb7I,Experimental,Classical,Classical
292,1978,43,Our Love,Natalie Cole,https://www.youtube.com/watch?v=yDKyQk8A3Dk,Experimental,Classical,Classical
296,1978,47,Goodbye Girl,David Gates,https://www.youtube.com/watch?v=HXqRTjYu4cA,Classical,Experimental,Classical
251,1978,2,Night Fever,Bee Gees,https://www.youtube.com/watch?v=-ihs-vT9T3Q,Experimental,Electronic,Electronic
253,1978,4,Stayin' Alive,Bee Gees,https://www.youtube.com/watch?v=I_izvAbhExY,Experimental,Electronic,Electronic
255,1978,6,How Deep Is Your Love,Bee Gees,https://www.youtube.com/watch?v=C_gbF8tp_hE,Experimental,Electronic,Electronic
256,1978,7,Baby Come Back,Player,https://www.youtube.com/watch?v=mm-bSGoUDsc,Experimental,Electronic,Electronic
272,1978,23,Love Is Like Oxygen,Sweet,https://www.youtube.com/watch?v=zRgWvvkSvfk,Experimental,Electronic,Electronic
277,1978,28,"Too Much, Too Little, Too Late","Johnny Mathis,Deniece Williams,",https://www.youtube.com/watch?v=G3ceb5OVG7k,Experimental,Electronic,Electronic
289,1978,40,Magnet and Steel,Walter Egan,https://www.youtube.com/watch?v=2RamSFoo0jw,Experimental,Electronic,Electronic
290,1978,41,Short People,Randy Newman,https://www.youtube.com/watch?v=8bfyS-S-IJs,Experimental,Electronic,Electronic
294,1978,45,An Everlasting Love,Andy Gibb,https://www.youtube.com/watch?v=dK5VKo7FUe0,Experimental,Electronic,Electronic
257,1978,8,(Love Is) Thicker Than Water,Andy Gibb,https://www.youtube.com/watch?v=MOGt_bXUHQA,Experimental,Folk,Folk
288,1978,39,Dust in the Wind,Kansas,https://www.youtube.com/watch?v=tH2w6Oxx0kQ,Folk,Experimental,Folk
295,1978,46,Love Is in the Air,John Paul Young,https://www.youtube.com/watch?v=NNC0kIzM1Fo,Experimental,Folk,Folk
297,1978,48,Slip Slidin' Away,Paul Simon,https://www.youtube.com/watch?v=iUODdPpnxcA,Experimental,Folk,Folk
261,1978,12,I Go Crazy,Paul Davis,https://www.youtube.com/watch?v=TaD_9TFHc7s,Experimental,Instrumental,Instrumental
252,1978,3,You Light Up My Life,Debby Boone,https://www.youtube.com/watch?v=U8Dj5rU8Law,Jazz,Experimental,Jazz
270,1978,21,Feels So Good,Chuck Mangione,https://www.youtube.com/watch?v=5Ekf_css6FQ,Experimental,Jazz,Jazz
293,1978,44,Love Will Find a Way,Pablo Cruise,https://www.youtube.com/watch?v=WuvZ-XN_PyA,Experimental,Jazz,Jazz
258,1978,9,Boogie Oogie Oogie,A Taste of Honey,https://www.youtube.com/watch?v=JYWkG_DI5OE,Experimental,Pop,Pop
265,1978,16,Miss You,The Rolling Stones,https://www.youtube.com/watch?v=hic-dnps6MU,Experimental,Pop,Pop
267,1978,18,With a Little Luck,Wings,https://www.youtube.com/watch?v=KzH-2NgtaZk,Experimental,Pop,Pop
269,1978,20,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",Chic,https://www.youtube.com/watch?v=OTCv4xJ6mRo,Pop,Experimental,Pop
271,1978,22,Hot Child in the City,Nick Gilder,https://www.youtube.com/watch?v=ERqwe_D7anI,Pop,Experimental,Pop
273,1978,24,It's a Heartache,Bonnie Tyler,https://www.youtube.com/watch?v=bEOl38y8Nj8,Experimental,Pop,Pop
281,1978,32,Take a Chance on Me,ABBA,https://www.youtube.com/watch?v=-crgQGdpZR0,Experimental,Pop,Pop
287,1978,38,The Closer I Get to You,"Roberta Flack,Donny Hathaway,",https://www.youtube.com/watch?v=LTf0I5f-yhQ,Experimental,Pop,Pop
291,1978,42,Use ta Be My Girl,The O'Jays,https://www.youtube.com/watch?v=0fNxgaw8I7I,Experimental,Pop,Pop
250,1978,1,Shadow Dancing,Andy Gibb,https://www.youtube.com/watch?v=iQgb59Zg_E0,Experimental,Rock,Rock
254,1978,5,Kiss You All Over,Exile,https://www.youtube.com/watch?v=Wnzc5FlnFPw,Experimental,Rock,Rock
264,1978,15,Lay Down Sally,Eric Clapton,https://www.youtube.com/watch?v=UBT9cww54v4,Experimental,Rock,Rock
266,1978,17,Just the Way You Are,Billy Joel,https://www.youtube.com/watch?v=_nUP7qs0b0E,Experimental,Rock,Rock
268,1978,19,If I Can't Have You,Yvonne Elliman,https://www.youtube.com/watch?v=yf1QLjXmoHk,Experimental,Rock,Rock
274,1978,25,We Will Rock You,"We Are the Champions,Queen,",https://www.youtube.com/watch?v=-tJYN-eG1zk,Experimental,Rock,Rock
275,1978,26,Baker Street,Gerry Rafferty,https://www.youtube.com/watch?v=Fo6aKnRnBxM,Experimental,Rock,Rock
276,1978,27,Can't Smile Without You,Barry Manilow,https://www.youtube.com/watch?v=3V_7-7myPxM,Experimental,Rock,Rock
278,1978,29,Dance With Me,Peter Brown,https://www.youtube.com/watch?v=pwz7cerVuKE,Experimental,Rock,Rock
279,1978,30,Two Out of Three Ain't Bad,Meat Loaf,https://www.youtube.com/watch?v=k5hWWe-ts2s,Experimental,Rock,Rock
285,1978,36,Hot Blooded,Foreigner,https://www.youtube.com/watch?v=8yDmeYxTeC0,Experimental,Rock,Rock
298,1978,49,The Groove Line,Heatwave,https://www.youtube.com/watch?v=xhtbQYSFLTM,Experimental,Rock,Rock
299,1978,50,Thunder Island,Jay Ferguson,https://www.youtube.com/watch?v=PJMh0GJ6GWc,Experimental,Rock,Rock
304,1979,5,Reunited,Peaches & Herb,https://www.youtube.com/watch?v=tKBsFSPvbzA,Experimental,Blues,Blues
309,1979,10,Sad Eyes,Robert John,https://www.youtube.com/watch?v=sOK4U_pSxGA,Experimental,Classical,Classical
311,1979,12,MacArthur Park,Donna Summer,https://www.youtube.com/watch?v=InGkTwT1tE8,Experimental,Classical,Classical
315,1979,16,Tragedy,Bee Gees,https://www.youtube.com/watch?v=WJcozEOWgxI,Experimental,Classical,Classical
318,1979,19,What a Fool Believes,The Doobie Brothers,https://www.youtube.com/watch?v=qKYQNtF11eg,Experimental,Classical,Classical
320,1979,21,You Don't Bring Me Flowers,"Neil Diamond,Barbra Streisand,",https://www.youtube.com/watch?v=6pzZxAAdwz0,Experimental,Classical,Classical
323,1979,24,Lead Me On,Maxine Nightingale,https://www.youtube.com/watch?v=-wlW8B6z_Qo,Experimental,Classical,Classical
328,1979,29,Just When I Needed You Most,Randy VanWarmer,https://www.youtube.com/watch?v=yBOQgL731Ac,Classical,Experimental,Classical
334,1979,35,The Main Event/Fight,Barbra Streisand,https://www.youtube.com/watch?v=6mxowEFMBgM,Experimental,Classical,Classical
341,1979,42,Lady,Little River Band,https://www.youtube.com/watch?v=NvWbXBLYFmA,Experimental,Classical,Classical
345,1979,46,Sharing the Night Together,Dr. Hook,https://www.youtube.com/watch?v=_m3rDEI46tQ,Experimental,Classical,Classical
301,1979,2,Bad Girls,Donna Summer,https://www.youtube.com/watch?v=NF46NnUn5nw,Experimental,Electronic,Electronic
302,1979,3,Le Freak,Chic,https://www.youtube.com/watch?v=aXgSHL7efKg,Experimental,Electronic,Electronic
312,1979,13,When You're in Love with a Beautiful Woman,Dr. Hook,https://www.youtube.com/watch?v=uVXVO_vF2Io,Experimental,Electronic,Electronic
316,1979,17,A Little More Love,Olivia Newton-John,https://www.youtube.com/watch?v=WoBqI73xiWo,Experimental,Electronic,Electronic
319,1979,20,Good Times,Chic,https://www.youtube.com/watch?v=Er9xGRolrT4,Experimental,Electronic,Electronic
321,1979,22,Knock on Wood,Amii Stewart,https://www.youtube.com/watch?v=XKuJUxGntRI,Experimental,Electronic,Electronic
324,1979,25,Shake Your Body (Down to the Ground),The Jacksons,https://www.youtube.com/watch?v=jCienKYxJ0c,Experimental,Electronic,Electronic
326,1979,27,The Logical Song,Supertramp,https://www.youtube.com/watch?v=low6Coqrw9Y,Experimental,Electronic,Electronic
331,1979,32,I'll Never Love This Way Again,Dionne Warwick,https://www.youtube.com/watch?v=LO9NP-SiT8s,Experimental,Electronic,Electronic
337,1979,38,After the Love Has Gone,"Earth, Wind & Fire",https://www.youtube.com/watch?v=CUCLNPOjPZw,Experimental,Electronic,Electronic
339,1979,40,The Gambler,Kenny Rogers,https://www.youtube.com/watch?v=tnAHN1guHbs,Experimental,Electronic,Electronic
330,1979,31,Shake Your Groove Thing,Peaches & Herb,https://www.youtube.com/watch?v=Hz2Cv6Zb9a0,Experimental,Instrumental,Instrumental
333,1979,34,I Want You to Want Me,Cheap Trick,https://www.youtube.com/watch?v=-qgpewMCVjs,Instrumental,Experimental,Instrumental
305,1979,6,I Will Survive,Gloria Gaynor,https://www.youtube.com/watch?v=Faf1ch7Q9XE,Experimental,Jazz,Jazz
322,1979,23,Stumblin' In,"Suzi Quatro,Chris Norman,",https://www.youtube.com/watch?v=Z1PcY59AX2Q,Jazz,Instrumental,Jazz
338,1979,39,Heaven Knows,"Donna Summer,Brooklyn Dreams,",https://www.youtube.com/watch?v=CPcBGs51zNY,Jazz,Experimental,Jazz
348,1979,49,Music Box Dancer,Frank Mills,https://www.youtube.com/watch?v=9LRsYn9ufY0,Experimental,Jazz,Jazz
300,1979,1,My Sharona,The Knack,https://www.youtube.com/watch?v=BR2JtsVumFA,Experimental,Pop,Pop
303,1979,4,Da Ya Think I'm Sexy?,Rod Stewart,https://www.youtube.com/watch?v=Hphwfq1wLJs,Pop,Experimental,Pop
306,1979,7,Hot Stuff,Donna Summer,https://www.youtube.com/watch?v=1IdEhvuNxV8,Experimental,Pop,Pop
310,1979,11,Too Much Heaven,Bee Gees,https://www.youtube.com/watch?v=nREV8bQJ1MA,Experimental,Pop,Pop
332,1979,33,Love You Inside Out,Bee Gees,https://www.youtube.com/watch?v=SouY1MKclZ4,Experimental,Pop,Pop
342,1979,43,Heaven Must Have Sent You,Bonnie Pointer,https://www.youtube.com/watch?v=mTqiKeyXQlM,Experimental,Pop,Pop
349,1979,50,The Devil Went Down to Georgia,The Charlie Daniels Band,https://www.youtube.com/watch?v=DNSljt0i3TI,Experimental,Pop,Pop
307,1979,8,Y.M.C.A.,Village People,https://www.youtube.com/watch?v=CS9OO0S5w2k,Experimental,Rock,Rock
313,1979,14,Makin' It,David Naughton,https://www.youtube.com/watch?v=uA7FXa_v2mE,Experimental,Rock,Rock
314,1979,15,Fire,The Pointer Sisters,https://www.youtube.com/watch?v=s6drKhJbIqI,Experimental,Rock,Rock
317,1979,18,Heart of Glass,Blondie,https://www.youtube.com/watch?v=WGU_4-5RaxU,Rock,Pop,Rock
325,1979,26,Don't Cry Out Loud,Melissa Manchester,https://www.youtube.com/watch?v=pUw1zU2cQs8,Experimental,Rock,Rock
327,1979,28,My Life,Billy Joel,https://www.youtube.com/watch?v=h3JFEfdK_Ls,Experimental,Rock,Rock
329,1979,30,You Can't Change That,Raydio,https://www.youtube.com/watch?v=4kxpsvW2gAE,Experimental,Rock,Rock
335,1979,36,Mama Can't Buy You Love,Elton John,https://www.youtube.com/watch?v=7Ed4LhqvIJo,Experimental,Rock,Rock
336,1979,37,I Was Made for Dancin',Leif Garrett,https://www.youtube.com/watch?v=Bj2XlwpqNTA,Experimental,Rock,Rock
340,1979,41,Lotta Love,Nicolette Larson,https://www.youtube.com/watch?v=dggXIn70vPI,Experimental,Rock,Rock
343,1979,44,Hold the Line,Toto,https://www.youtube.com/watch?v=htgr3pvBr-I,Experimental,Rock,Rock
344,1979,45,He's the Greatest Dancer,Sister Sledge,https://www.youtube.com/watch?v=U-GcL1Cd5b4,Experimental,Rock,Rock
346,1979,47,She Believes in Me,Kenny Rogers,https://www.youtube.com/watch?v=AHEznUHJDEI,Experimental,Rock,Rock
308,1979,9,Ring My Bell,Anita Ward,https://www.youtube.com/watch?v=vsBak0oCgdY,Experimental,Spoken,Spoken
347,1979,48,In the Navy,Village People,https://www.youtube.com/watch?v=nmGuy0jievs,Experimental,Spoken,Spoken
350,1980,1,Call Me,Blondie,https://www.youtube.com/watch?v=StKVS0eI85I,Experimental,Classical,Classical
354,1980,5,Do That to Me One More Time,Captain & Tennille,https://www.youtube.com/watch?v=Plo5PywZKdA,Experimental,Classical,Classical
359,1980,10,The Rose,Bette Midler,https://www.youtube.com/watch?v=jxvPjuREDpE,Experimental,Classical,Classical
369,1980,20,Babe,Styx,https://www.youtube.com/watch?v=yaVyQS1T7TY,Experimental,Classical,Classical
370,1980,21,With You I'm Born Again,"Billy Preston,Syreeta,",https://www.youtube.com/watch?v=PXN6YhtYFU8,Experimental,Classical,Classical
371,1980,22,Shining Star,The Manhattans,https://www.youtube.com/watch?v=0pojbC37vzE,Experimental,Classical,Classical
372,1980,23,Still,Commodores,https://www.youtube.com/watch?v=-AuIlMgsF_w,Experimental,Classical,Classical
375,1980,26,Steal Away,Robbie Dupree,https://www.youtube.com/watch?v=qvvhCzDobRE,Experimental,Classical,Classical
381,1980,32,Sailing,Christopher Cross,https://www.youtube.com/watch?v=MEO6gYCFbr0,Experimental,Classical,Classical
351,1980,2,"Another Brick in the Wall, Part II",Pink Floyd,https://www.youtube.com/watch?v=HrxX9TBj2zY,Experimental,Electronic,Electronic
357,1980,8,Funkytown,Lipps Inc,https://www.youtube.com/watch?v=uhzy7JaU2Zc,Electronic,Experimental,Electronic
360,1980,11,Escape (The Piña Colada Song),Rupert Holmes,https://www.youtube.com/watch?v=w5_EIikdFr8,Experimental,Electronic,Electronic
362,1980,13,Cruisin,Smokey Robinson,https://www.youtube.com/watch?v=ygt6rgedAWo,Experimental,Electronic,Electronic
367,1980,18,Upside Down,Diana Ross,https://www.youtube.com/watch?v=GIAtE6ywgwA,Experimental,Electronic,Electronic
374,1980,25,Sexy Eyes,Dr. Hook,https://www.youtube.com/watch?v=zOrZ-nCp-_U,Experimental,Electronic,Electronic
377,1980,28,This Is It,Kenny Loggins,https://www.youtube.com/watch?v=_KgIeA1TjzE,Experimental,Electronic,Electronic
378,1980,29,Cupid,The Spinners,https://www.youtube.com/watch?v=mW3IraFsdCc,Experimental,Electronic,Electronic
379,1980,30,Let's Get Serious,Jermaine Jackson,https://www.youtube.com/watch?v=FMLKb4or8yg,Electronic,Pop,Electronic
384,1980,35,Ladies' Night,Kool & the Gang,https://www.youtube.com/watch?v=LjG7-5kbevo,Experimental,Electronic,Electronic
386,1980,37,Take Your Time (Do It Right),The S.O.S. Band,https://www.youtube.com/watch?v=RmY1TJ6B-0g,Experimental,Electronic,Electronic
389,1980,40,Pop Muzik,M,https://www.youtube.com/watch?v=gPoiv0sZ4s4,Experimental,Electronic,Electronic
391,1980,42,Special Lady,"Ray, Goodman & Brown",https://www.youtube.com/watch?v=fA70hhimR2E,Experimental,Electronic,Electronic
393,1980,44,The Second Time Around,Shalamar,https://www.youtube.com/watch?v=xz4YQZ01Q_A,Electronic,Pop,Electronic
397,1980,48,Tired of Toein' the Line,Rocky Burnette,https://www.youtube.com/watch?v=POqGwspxrcI,Experimental,Electronic,Electronic
363,1980,14,Working My Way Back to You,The Spinners,https://www.youtube.com/watch?v=TY_AlrfB3U0,Experimental,Folk,Folk
364,1980,15,Lost in Love,Air Supply,https://www.youtube.com/watch?v=rvVs0muI-gU,Experimental,Folk,Folk
382,1980,33,Longer,Dan Fogelberg,https://www.youtube.com/watch?v=nGFBpCa3s1Y,Experimental,Folk,Folk
392,1980,43,Send One Your Love,Stevie Wonder,https://www.youtube.com/watch?v=jMvVYCV-d8E,Experimental,Folk,Folk
385,1980,36,Too Hot,Kool & the Gang,https://www.youtube.com/watch?v=KC3vI2DD4nA,Experimental,Hip-Hop,Hip-Hop
361,1980,12,Cars,Gary Numan,https://www.youtube.com/watch?v=Im3JzxlatUs,Jazz,Experimental,Jazz
365,1980,16,Little Jeannie,Elton John,https://www.youtube.com/watch?v=Wlz6mTyiMZc,Experimental,Jazz,Jazz
387,1980,38,No More Tears (Enough Is Enough),"Barbra Streisand,Donna Summer,",https://www.youtube.com/watch?v=QsY066wa08E,Experimental,Jazz,Jazz
353,1980,4,Rock with You,Michael Jackson,https://www.youtube.com/watch?v=5X-Mrc2l1d0,Experimental,Pop,Pop
366,1980,17,Ride Like the Wind,Christopher Cross,https://www.youtube.com/watch?v=ur8ftRFb2Ac,Experimental,Pop,Pop
368,1980,19,Please Don't Go,KC and the Sunshine Band,https://www.youtube.com/watch?v=ikJony6h_tQ,Experimental,Pop,Pop
373,1980,24,"Yes, I'm Ready","Teri DeSario,KC,",https://www.youtube.com/watch?v=mrjGdxNqmVU,Experimental,Pop,Pop
394,1980,45,We Don't Talk Anymore,Cliff Richard,https://www.youtube.com/watch?v=m8FCZ5x8Gpg,Experimental,Pop,Pop
352,1980,3,Magic,Olivia Newton-John,https://www.youtube.com/watch?v=DnkHf069fvA,Experimental,Rock,Rock
355,1980,6,Crazy Little Thing Called Love,Queen,https://www.youtube.com/watch?v=zO6D_BAuYCI,Rock,Pop,Rock
356,1980,7,Coming Up,Paul McCartney,https://www.youtube.com/watch?v=g5nzLQ63c9E,Experimental,Rock,Rock
358,1980,9,It's Still Rock and Roll to Me,Billy Joel,https://www.youtube.com/watch?v=5eAQa4MOGkE,Rock,Pop,Rock
